LAT,LON,scrubbed.name,GENUS,SPECIES,FAMILY,YEAR,FULLNAME,uID,ALT,GEODESC,PLANTDESC,LOCDESC,HABDESC,SCRUBBEDGENUS
18.06666667,-66.05,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1991,Dacryodes excelsa Vahl                                                                             ,5106 UPRRP,NULL,"Patillas, On the property of Tropic Ventures, along route 184 just S of Carite.",Fruits green.,"On the property of Tropic Ventures, along route 184 just S of Carite.",NULL,Dacryodes
18.33333333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1987,Dacryodes excelsa Vahl                                                                             ,5107 UPRRP,NULL,"Caribbean National Forest, Along hwy. 988 between hwys. 191 & 983.",NULL,Along hwy. 988 between hwys. 191 & 983.,NULL,Dacryodes
18.33333333,-65.83333333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1990,Dacryodes excelsa Vahl                                                                             ,5113 UPRRP,NULL,"Luquillo, El Verde Field Station, Route 186 at the Rio Sonadora.","Fruit pendulous, green with glaucous bloom when young, becoming succulent and purple-black.",Route 186 at the Rio Sonadora.,Wet premontane forest,Dacryodes
18.16388889,-66.98444444,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1994,Dacryodes excelsa Vahl                                                                             ,5143 UPRRP,NULL,"Maricao, Bo. Maricao Afuera, Rio Maricao drainage.

Exposed to sun at hilltop, area covered by Dicranopteris. Serpentine soil.","Gray bark, fragrant foliage; green fruits.","Rio Maricao drainage.

Exposed to sun at hilltop, area covered by Dicranopteris. Serpentine soil.",Dicranopteris,Dacryodes
18.18333333,-65.83333333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1989,Dacryodes excelsa Vahl                                                                             ,5150 UPRRP,NULL,"Luquillo, Caribbean Forest Reserve, Vereda Bisley, Bisley Watershed #3.",Aromatic.,"Vereda Bisley, Bisley Watershed #3.","Above mature ""tabonuco"" forest over volcanic rock",Dacryodes
18.316667,-66.983333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1994,Dacryodes excelsa Vahl,180 MAPR,650,Maricao,NA,Maricao Forest Reserve.  Río Maricao drainage.,,Dacryodes
18.319167,-65.743333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1997,Dacryodes excelsa Vahl,5550 MAPR,300,Luquillo,NA,"El Yunque National Forest (formerly Caribbean National Forest), close to Río del Cristal at Bissley Area.  Rd 915, close to juction with Rd 9915.",,Dacryodes
18.323889,-65.8175,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,Dacryodes excelsa Vahl,5551 MAPR,378,Río Grande,NA,"El Yunque National Forest (formerly Caribbean National Forest), El Verde, Big Grid Hurricane Recovery Plot, Quead.",,Dacryodes
18.333333,-65.816667,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1997,Dacryodes excelsa Vahl,21744 MAPR,350,Río Grande,NA,"El Yunque National Forest (formerly Caribbean National Forest).  Near permanent plot area, close to El Verde Station.",,Dacryodes
18.29536167,-65.7891723,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7637,NA,NA,NA,NA,NA,Dacryodes
18.29536167,-65.7891723,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7638,NA,NA,NA,NA,NA,Dacryodes
18.281111,-65.799444,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7639,NA,NA,NA,NA,NA,Dacryodes
18.281111,-65.799444,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7640,NA,NA,NA,NA,NA,Dacryodes
18.248056,-66.499722,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7641,NA,NA,NA,NA,NA,Dacryodes
18.303333,-65.781944,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7642,NA,NA,NA,NA,NA,Dacryodes
18.180556,-66.979721,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7643,NA,NA,NA,NA,NA,Dacryodes
18.291389,-66.516111,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7644,NA,NA,NA,NA,NA,Dacryodes
18.3333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7645,NA,NA,NA,NA,NA,Dacryodes
18.3333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7662,NA,NA,NA,NA,NA,Dacryodes
18.26309,-65.82904,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7673,NA,NA,NA,NA,NA,Dacryodes
18.29536167,-65.7891723,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7674,NA,NA,NA,NA,NA,Dacryodes
18.122583,-66.974468,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7678,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7681,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.83,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7682,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7683,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7684,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7685,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7686,NA,NA,NA,NA,NA,Dacryodes
18.07,-66.05,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7687,NA,NA,NA,NA,NA,Dacryodes
18.18,-65.83,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7688,NA,NA,NA,NA,NA,Dacryodes
18.3,-65.8,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7690,NA,NA,NA,NA,NA,Dacryodes
18.3,-67,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7696,NA,NA,NA,NA,NA,Dacryodes
18.238009,-66.539719,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7697,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7699,NA,NA,NA,NA,NA,Dacryodes
18.18,-65.83,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7700,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.83,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7701,NA,NA,NA,NA,NA,Dacryodes
18.07,-66.05,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7702,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7706,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7707,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7708,NA,NA,NA,NA,NA,Dacryodes
18.33,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 7709,NA,NA,NA,NA,NA,Dacryodes
18.31666667,-66.98333333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1994,Dacryodes excelsa,PREPI 31363,NA,NA,NA,NA,NA,Dacryodes
18.31916667,-65.74333333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1997,Dacryodes excelsa,PREPI 36694,NA,NA,NA,NA,NA,Dacryodes
18.32388889,-65.8175,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,Dacryodes excelsa,PREPI 36695,NA,NA,NA,NA,NA,Dacryodes
18.33333333,-65.81666667,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1997,Dacryodes excelsa,PREPI 51446,NA,NA,NA,NA,NA,Dacryodes
18.06666667,-66.05,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 65062,NA,NA,NA,NA,NA,Dacryodes
18.33333333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 65063,NA,NA,NA,NA,NA,Dacryodes
18.33333333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 65064,NA,NA,NA,NA,NA,Dacryodes
18.33333333,-65.83333333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 65068,NA,NA,NA,NA,NA,Dacryodes
18.18333333,-65.83333333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 65069,NA,NA,NA,NA,NA,Dacryodes
18.16388889,-66.98444444,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,Dacryodes excelsa,PREPI 65070,NA,NA,NA,NA,NA,Dacryodes
18.33333333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1991,Dacryodes excelsa,PREPI 100893,NA,NA,NA,NA,NA,Dacryodes
18.16388889,-66.98444444,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1994,Dacryodes excelsa,PREPI 100900,NA,NA,NA,NA,NA,Dacryodes
18.0936,-66.0774,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1995,Dacryodes excelsa,216 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.0922,-66.0761,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1995,Dacryodes excelsa,217 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.092,-66.0753,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1995,Dacryodes excelsa,218 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.0754,-66.0693,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1995,Dacryodes excelsa,219 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.0936,-66.0774,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2007,Dacryodes excelsa,930 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.0922,-66.0761,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2007,Dacryodes excelsa,931 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.092,-66.0753,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2007,Dacryodes excelsa,932 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.0754,-66.0693,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2007,Dacryodes excelsa,933 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.3212,-65.7438,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2007,Dacryodes excelsa,934 Chrono,NA,NA,NA,NA,NA,Dacryodes
18.23801,-66.53972,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2008,Dacryodes excelsa Vahl,GBIF 1aeada4e-a47c-4409-8d74-561df1e9d96d,673,"Reserva Tres Picachos, E of the town of Jayuya and road 141 and W of the town of Ciales and road 149, ¬± north of road 533 at km marker 3.5",NA,NA,NA,Dacryodes
18.1639,-66.9844,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1994,Dacryodes excelsa Vahl,GBIF http://n2t.net/ark:/65665/34d1aa964-712d-45ca-8816-22b16fb0121b,650,"Maricao: Bo. Maricao Afuera, R√≠o Maricao drainage.",NA,NA,NA,Dacryodes
18.31667,-66.98333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1994,Dacryodes excelsa Vahl,GBIF 8fe7c276-e36c-47aa-9f7d-975e40fd3030,650,Maricao Forest Reserve. R√≠o Maricao drainage.,NA,NA,NA,Dacryodes
18.33333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:123469,850,Municipio de Luquillo: Luquillo Experimemtal Forest (Caribbean National Forest). Voucher for long-term phenology trail of Institute of International Forestry/U.S. Fish and Wildlife Service's Puerto Rican Parrot Project. Premontane and montane wet and rain forest.,NA,NA,NA,Dacryodes
18.33333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:123475,850,Municipio de Luquillo: Luquillo Experimemtal Forest (Caribbean National Forest). Voucher for long-term phenology trail of Institute of International Forestry/U.S. Fish and Wildlife Service's Puerto Rican Parrot Project. Premontane and montane wet and rain forest.,NA,NA,NA,Dacryodes
18.33333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:123456,850,Municipio de Luquillo: Luquillo Experimemtal Forest (Caribbean National Forest). Voucher for long-term phenology trail of Institute of International Forestry/U.S. Fish and Wildlife Service's Puerto Rican Parrot Project.,NA,NA,NA,Dacryodes
18.33333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:123463,850,Municipio de Luquillo: Luquillo Experimemtal Forest (Caribbean National Forest). Voucher for long-term phenology trail of Institute of International Forestry/U.S. Fish and Wildlife Service's Puerto Rican Parrot Project. Premontane and montane wet and rain forest.,NA,NA,NA,Dacryodes
18.06666,-66.05,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1991,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:122718,580,"Municipio of P√°tillas: On the property of Tropic Ventures, along route 184 just S of Carite.",NA,NA,NA,Dacryodes
18.33333,-65.83333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1990,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:123273,350,"Municipio de Luquillo:  El Verde field station, route 186 at the R√≠o Sonadora.  Wet premontane forest.",NA,NA,NA,Dacryodes
18.18333,-65.83333,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1989,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:123039,300,"Verdera Bisley, Luquillo Mun., Caribbean National Forest, Bisley Watershed #3 above mature ""tabonuco"" forest over volcanic rock.",NA,NA,NA,Dacryodes
18.33333,-65.75,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1988,Dacryodes excelsa Vahl,GBIF urn:catalog:MO:Tropicos:3278674,500,Caribbean National Forest. Rio Espirito Santo. Moist forest.,NA,NA,NA,Dacryodes
18.28138,-65.78305,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1969,Dacryodes excelsa Vahl,GBIF NA,NA,"Luquillo Mountains, Caribbean National Forest","tree to 75 feet - prominent smell of turpentine, resinous bark, fruits hollow (2 loculate, 1 aborted)",NA,NA,Dacryodes
18.307279,-65.743619,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1993,DACRYODES EXCELSA,MANUAL UPRRP ACCESSION,NA,along Rio del Cristal branch of the road to Bisley watershed,NA,NA,NA,Dacryodes
18.093662,-66.028905,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1995,DACRYODES EXCELSA,MANUAL UPRRP ACCESSION,NA,up N river flowing into Charco Azul,NA,NA,NA,Dacryodes
18.081629,-66.038647,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1986,DACRYODES EXCELSA,MANUAL UPRRP ACCESSION,NA,NW of Patillas on the property of Tropic Ventures; at km 16.1 of rte 184.,NA,NA,NA,Dacryodes
18.081629,-66.038647,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1986,DACRYODES EXCELSA,MANUAL MAPR BRAHMS,NA,Puerto Rico; Patillas: NW of Patillas on the property of Tropic Ventures; at km 16.1 of rte. 184.,NA,NA,NA,Dacryodes
18.306128,-65.775484,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1950,DACRYODES EXCELSA,MANUAL US 2633107,NA,"Big Tree Trail, Luquillo Mts.; Carib. Natl. Forest",NA,NA,NA,Dacryodes
18.230433,-65.79349,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,DACRYODES EXCELSA,MANUAL US USw14053,NA,Sierra de Naguabo ad Rio Blanco,NA,NA,NA,Dacryodes
18.329037,-65.798424,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1885,DACRYODES EXCELSA,MANUAL US 15527,NA,"Sierra de Luquillo, in monte Jimenes.",NA,NA,NA,Dacryodes
18.247712,-66.625083,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2006,DACRYODES EXCELSA,MANUAL US 847073,NA,Mount Morales,NA,NA,NA,Dacryodes
18.230433,-65.79349,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,NA,DACRYODES EXCELSA,MANUAL US USw20986,NA,Sierra de Naguabo ad Rio Blanco,NA,NA,NA,Dacryodes
18.329037,-65.798424,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1885,DACRYODES EXCELSA,MANUAL UNK 7648,NA,"Sierra de Luquillo, in monte Jimenes.",NA,NA,NA,Dacryodes
18.230433,-65.79349,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1886,DACRYODES EXCELSA,MANUAL UNK 7651,NA,Sierra de Naguabo ad Rio Blanco,NA,NA,NA,Dacryodes
18.329037,-65.798424,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1885,DACRYODES EXCELSA,MANUAL UNK 9499,NA,"Sierra de Luquillo, in Monte Jimenes.",NA,NA,NA,Dacryodes
18.329037,-65.798424,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,1885,DACRYODES EXCELSA,MANUAL UNK 37188,NA,"Sierra de Luquillo, in monte Jimenes.",NA,NA,NA,Dacryodes
18.103439,-66.076419,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2003,dacryodes_excelsa,FIA 720350038,NA,NA,NA,NA,NA,Dacryodes
18.103439,-66.076419,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2008,dacryodes_excelsa,FIA 720350038,NA,NA,NA,NA,NA,Dacryodes
18.089781,-66.076689,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2003,dacryodes_excelsa,FIA 720570005,NA,NA,NA,NA,NA,Dacryodes
18.089781,-66.076689,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2008,dacryodes_excelsa,FIA 720570005,NA,NA,NA,NA,NA,Dacryodes
18.3084,-65.749939,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2003,dacryodes_excelsa,FIA 720890029,NA,NA,NA,NA,NA,Dacryodes
18.3084,-65.749939,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2008,dacryodes_excelsa,FIA 720890029,NA,NA,NA,NA,NA,Dacryodes
18.18105,-66.5028,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2003,dacryodes_excelsa,FIA 721070537,NA,NA,NA,NA,NA,Dacryodes
18.095461,-66.039181,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2003,dacryodes_excelsa,FIA 721090002,NA,NA,NA,NA,NA,Dacryodes
18.26205,-66.787211,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2008,dacryodes_excelsa,FIA 721410423,NA,NA,NA,NA,NA,Dacryodes
18.09316177,-66.02932175,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,343 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.10175875,-66.04330494,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,344 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.09443347,-66.04165354,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,345 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.12332028,-66.75078769,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,346 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.31181981,-65.82602615,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,347 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.32319167,-65.81688888,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,348 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.314284,-65.732,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,349 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.18342531,-66.49853457,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,350 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.21567846,-66.48714205,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,351 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.18051604,-66.48751857,Dacryodes excelsa,Dacryodes,excelsa,BURSERACEAE,2014,DACRYODES EXCELSA,352 24PLOT,NA,NA,NA,NA,NA,Dacryodes
18.16966667,-66.49216667,Cecropia schreberiana,Cecropia,schreberiana,URTICACEAE,2011,Cecropia schreberiana Miq.                                                                         ,5571 UPRRP,NULL,"Orocovis, Toro Negro Forest Reserve, Camino El Bolo.",Tree. ,Camino El Bolo.,Wet montane secondary forest. ,Cecropia
18.0936,-66.0774,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,1995,Sloanea berteriana,582 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0922,-66.0761,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,1995,Sloanea berteriana,583 Chrono,NA,NA,NA,NA,NA,Sloanea
18.092,-66.0753,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,1995,Sloanea berteriana,584 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0736,-66.0709,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,1995,Sloanea berteriana,585 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0863,-66.0751,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,2007,Sloanea berteriana,1397 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0936,-66.0774,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,2007,Sloanea berteriana,1398 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0849,-66.0749,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,2007,Sloanea berteriana,1399 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0922,-66.0761,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,2007,Sloanea berteriana,1400 Chrono,NA,NA,NA,NA,NA,Sloanea
18.092,-66.0753,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,2007,Sloanea berteriana,1401 Chrono,NA,NA,NA,NA,NA,Sloanea
18.0736,-66.0709,Sloanea berteroana,Sloanea,berteriana,ELAEOCARPACEAE,2007,Sloanea berteriana,1402 Chrono,NA,NA,NA,NA,NA,Sloanea
18.3214,-65.81696667,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,2010,Sloanea berteroana Choisy ex DC.                                                                   ,8068 UPRRP,NULL,"Rio Grande, Bosque Nacional El Yunque,   El Verde, Sendero del puente colgante sobre la Sonadora, ca. 10 m. despues de cruzar el puente.","arbol ca. 10 m., con las ramas partidas por la lluvia. Fr. verdes.                                                                                                                                                                                            ","Sendero del puente colgante sobre la Sonadora, ca. 10 m. despues de cruzar el puente.",Bosque humedo con tabonuco y palma de sierra.                                                                                                                             ,Sloanea
18.3214,-65.81696667,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,2011,Sloanea berteroana Choisy ex DC.                                                                   ,8069 UPRRP,NULL,"Rio Grande, Bosque Nacional El Yunque,   El Verde, Quebrada Sonadora, ca. 20 m rio arriba a partir del puente colgante.","arbol ca. 15 m. Caliz y estambres blanco-amarillentos, ovario rojo, estilo blanco-amarillento; fr. jovenes (verdes) en las ramas superiores.                                                                                                                  ","Quebrada Sonadora, ca. 20 m rio arriba a partir del puente colgante.",Bosque humedo en las margenes.                                                                                                                                            ,Sloanea
18.08647222,-66.01672222,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,2008,Sloanea berteroana Choisy ex DC.                                                                   ,8070 UPRRP,NULL,"Patillas,   Las Casas de la Selva, Forest trail.",Tree to 7 m tall. ,Forest trail.,"Wet broadleaf, secondary forest.",Sloanea
18.1375,-66.69083333,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,2011,Sloanea berteroana Choisy ex DC.                                                                   ,8072 UPRRP,NULL,"Adjuntas, Bo. Saltillo, Area W of Rt 127, near Foreman property of the Fideicomiso.",Sapling (0.5 m). Sterile.,"Area W of Rt 127, near Foreman property of the Fideicomiso.",Wet mountain forest.,Sloanea
18.32,-65.74466667,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,1998,Sloanea berteroana Choisy ex DC.                                                                   ,8075 UPRRP,NULL,"Luquillo, Bo. Sabana, on slope, 0.5 km up trail to Rio Cristal","Brown, globose fr.","on slope, 0.5 km up trail to Rio Cristal",Wet mountain forest,Sloanea
18.18333333,-65.83333333,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,1989,Sloanea berteroana Choisy ex DC.                                                                   ,8079 UPRRP,NULL,"Luquillo, Caribbean National Forest, Verdera Bisley . Bisley Watershed #3 .",Dying and with few leaves.,Verdera Bisley . Bisley Watershed #3 .,"Above mature ""tabonuco"" forest  over volcanic rock",Sloanea
18.33333333,-65.83333333,Sloanea berteroana,Sloanea,berteroana,ELAEOCARPACEAE,1990,Sloanea berteroana Choisy ex DC.                                                                   ,8081 UPRRP,NULL,"Luquillo, El Verde Field Station, Route 186 at Rio Sonadora.","Fruit green turning brown then splitting, aril succulent,orange.",Route 186 at Rio Sonadora.,Wet premontane forest,Sloanea
